Date,Open,High,Low,Close,Adj Close,Volume
1984-10-17,0.000000,0.148438,0.144531,0.144531,0.104876,9868800
1984-10-18,0.000000,0.156250,0.148438,0.148438,0.107710,5324800
1984-10-19,0.000000,0.148438,0.144531,0.144531,0.104876,3043200
1984-10-22,0.000000,0.148438,0.144531,0.144531,0.104876,2326400
1984-10-23,0.000000,0.144531,0.140625,0.140625,0.102041,787200
1984-10-24,0.000000,0.148438,0.144531,0.144531,0.104876,230400
1984-10-25,0.000000,0.148438,0.140625,0.140625,0.102041,1587200
1984-10-26,0.000000,0.144531,0.140625,0.140625,0.102041,758400
1984-10-29,0.000000,0.144531,0.140625,0.140625,0.102041,614400
1984-10-30,0.000000,0.148438,0.140625,0.140625,0.102041,192000
1984-10-31,0.000000,0.148438,0.144531,0.144531,0.104876,297600
1984-11-01,0.000000,0.144531,0.140625,0.140625,0.102041,352000
1984-11-02,0.000000,0.144531,0.140625,0.140625,0.102041,1638400
1984-11-05,0.000000,0.140625,0.136719,0.136719,0.099207,534400
1984-11-06,0.000000,0.140625,0.136719,0.136719,0.099207,544000
1984-11-07,0.000000,0.140625,0.136719,0.136719,0.099207,76800
1984-11-08,0.000000,0.140625,0.136719,0.136719,0.099207,44800
1984-11-09,0.000000,0.140625,0.136719,0.136719,0.099207,896000
1984-11-12,0.000000,0.140625,0.136719,0.136719,0.099207,300800
1984-11-13,0.000000,0.140625,0.136719,0.136719,0.099207,464000
1984-11-14,0.000000,0.140625,0.132813,0.132813,0.096372,1523200
1984-11-15,0.000000,0.136719,0.132813,0.132813,0.096372,156800
1984-11-16,0.000000,0.136719,0.125000,0.125000,0.090703,579200
1984-11-19,0.000000,0.136719,0.125000,0.125000,0.090703,358400
1984-11-20,0.000000,0.128906,0.121094,0.121094,0.087869,179200
1984-11-21,0.000000,0.128906,0.121094,0.121094,0.087869,905600
1984-11-23,0.000000,0.128906,0.121094,0.121094,0.087869,25600
1984-11-26,0.000000,0.128906,0.125000,0.125000,0.090703,166400
1984-11-27,0.000000,0.132813,0.128906,0.128906,0.093538,147200
1984-11-28,0.000000,0.132813,0.128906,0.128906,0.093538,492800
1984-11-29,0.000000,0.132813,0.128906,0.128906,0.093538,262400
1984-11-30,0.000000,0.132813,0.128906,0.128906,0.093538,556800
1984-12-03,0.000000,0.132813,0.125000,0.125000,0.090703,380800
1984-12-04,0.000000,0.128906,0.121094,0.121094,0.087869,217600
1984-12-05,0.000000,0.128906,0.121094,0.121094,0.087869,102400
1984-12-06,0.000000,0.125000,0.117188,0.117188,0.085034,630400
1984-12-07,0.000000,0.121094,0.117188,0.117188,0.085034,86400
1984-12-10,0.000000,0.121094,0.117188,0.117188,0.085034,2099200
1984-12-11,0.000000,0.121094,0.117188,0.117188,0.085034,188800
1984-12-12,0.000000,0.121094,0.117188,0.117188,0.085034,393600
1984-12-13,0.000000,0.121094,0.117188,0.117188,0.085034,102400
1984-12-14,0.000000,0.121094,0.117188,0.117188,0.085034,89600
1984-12-17,0.000000,0.121094,0.117188,0.117188,0.085034,102400
1984-12-18,0.000000,0.121094,0.117188,0.117188,0.085034,214400
1984-12-19,0.000000,0.121094,0.117188,0.117188,0.085034,102400
1984-12-20,0.000000,0.121094,0.117188,0.117188,0.085034,121600
1984-12-21,0.000000,0.121094,0.117188,0.117188,0.085034,704000
1984-12-24,0.000000,0.121094,0.117188,0.117188,0.085034,921600
1984-12-26,0.000000,0.121094,0.117188,0.117188,0.085034,521600
1984-12-27,0.000000,0.125000,0.117188,0.117188,0.085034,947200
1984-12-28,0.000000,0.121094,0.117188,0.117188,0.085034,76800
1984-12-31,0.000000,0.125000,0.117188,0.117188,0.085034,457600
1985-01-02,0.000000,0.125000,0.121094,0.121094,0.087869,179200
1985-01-03,0.000000,0.132813,0.121094,0.121094,0.087869,227200
1985-01-04,0.000000,0.132813,0.121094,0.121094,0.087869,390400
1985-01-07,0.000000,0.136719,0.128906,0.128906,0.093538,2652800
1985-01-08,0.000000,0.152344,0.144531,0.144531,0.104876,1190400
1985-01-09,0.000000,0.152344,0.144531,0.144531,0.104876,403200
1985-01-10,0.000000,0.156250,0.148438,0.148438,0.107710,1062400
1985-01-11,0.000000,0.160156,0.148438,0.148438,0.107710,188800
1985-01-14,0.000000,0.160156,0.152344,0.152344,0.110545,131200
1985-01-15,0.000000,0.164063,0.156250,0.156250,0.113379,320000
1985-01-16,0.000000,0.160156,0.156250,0.156250,0.113379,134400
1985-01-17,0.000000,0.160156,0.156250,0.156250,0.113379,441600
1985-01-18,0.000000,0.164063,0.156250,0.156250,0.113379,556800
1985-01-21,0.000000,0.164063,0.156250,0.156250,0.113379,112000
1985-01-22,0.000000,0.164063,0.156250,0.156250,0.113379,441600
1985-01-23,0.000000,0.164063,0.156250,0.156250,0.113379,156800
1985-01-24,0.000000,0.183594,0.175781,0.175781,0.127552,1475200
1985-01-25,0.000000,0.191406,0.187500,0.187500,0.136055,1110400
1985-01-28,0.000000,0.191406,0.187500,0.187500,0.136055,908800
1985-01-29,0.000000,0.195313,0.187500,0.187500,0.136055,1660800
1985-01-30,0.000000,0.203125,0.195313,0.195313,0.141724,928000
1985-01-31,0.000000,0.203125,0.195313,0.195313,0.141724,656000
1985-02-01,0.000000,0.203125,0.195313,0.195313,0.141724,208000
1985-02-04,0.000000,0.214844,0.207031,0.207031,0.150227,966400
1985-02-05,0.000000,0.238281,0.234375,0.234375,0.170069,2320000
1985-02-06,0.000000,0.246094,0.242188,0.242188,0.175738,1280000
1985-02-07,0.000000,0.250000,0.238281,0.238281,0.172903,1113600
1985-02-08,0.000000,0.269531,0.265625,0.265625,0.192745,4268800
1985-02-11,0.000000,0.273438,0.269531,0.269531,0.195579,998400
1985-02-12,0.000000,0.269531,0.261719,0.261719,0.189910,1472000
1985-02-13,0.000000,0.269531,0.261719,0.261719,0.189910,611200
1985-02-14,0.000000,0.261719,0.257813,0.257813,0.187076,355200
1985-02-15,0.000000,0.261719,0.253906,0.253906,0.184241,304000
1985-02-19,0.000000,0.253906,0.246094,0.246094,0.178572,784000
1985-02-20,0.000000,0.250000,0.242188,0.242188,0.175738,473600
1985-02-21,0.000000,0.250000,0.242188,0.242188,0.175738,281600
1985-02-22,0.000000,0.257813,0.250000,0.250000,0.181407,809600
